用例ID,用例标题,等级,用例类型,模块,用例目录,所属模块,执行档位,档位说明,技能分类,匹配说明,人工验收项,前置条件,步骤描述,预期结果
12903874,首页作业任务列表，任务可展开查看详情,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 存在已保存任务集,1. 点击任务列表项,"1. 展开任务详情
2. 任务详情正确显示任务集名称、区域、工作模式及关键参数（割草模式下显示割盘高度）
3.地图上对应任务工作区域高亮显示"
12903875,首页作业任务列表，任务卡片可选中、收起、切换交互,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.存在多个作业任务
2. 列表处于展开状态","1、1. 点击未选中任务卡片
2. 点击已选中任务卡片
3. 依次切换不同任务卡片","1、1. 卡片展开，任务选中，地图区域高亮
2. 卡片收起，取消选中，高亮消失
3. 前一任务自动取消选中，新任务展开并高亮"
12903876,首页作业任务列表多任务可滑动,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,滑动,,1. 存在 5 个以上任务集,1. 在任务列表中左右 / 上下滑动,1. 可流畅滑动查看所有任务集，无卡顿或闪退
12903877,首页作业任务列表，任务顺序显示不可拖动调整,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_extra,拖动,,1. 进入首页作业任务列表页面,1. 按住任务卡片上下拖动,1. 任务顺序不可拖动调整
12903878,任务列表/任务详情页删除按钮不显示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 存在已保存任务,"1. 查看任务列表
2.点击任务列表项展开详情",1. 无删除按钮
12903879,任务详情页显示编辑按钮,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 存在已保存任务,1. 点击任务列表项展开详情,"1. 编辑修改按钮按 UI 设计正常显示‘...’
2.点击编辑进入编辑任务页面"
12903880,单个任务删除不影响作业任务列表其他任务,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_extra,进入、确认、删除,,1. 存在多个任务,1. 选中一个任务进入任务编辑并确认删除,1. 选中任务删除成功2. 首页任务列表其他任务不受影响
12903881,删除最后一个任务后回到空列表,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 仅存在一个任务,"1. 首页作业任务列表，点击进入编辑任务页面
2.删除该任务","1. 回到空任务列表状态，显示 “新建任务” 入口
2.页面有新建任务提示"
12903882,单个任务修改不影响其他任务,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_extra,修改、返回、保存,,1. 存在多个任务,"1. 首页作业任务列表选中一个任务修改其任务的参数/工作模式并保存
2.返回首页查看任务列表其他任务状态","1. 仅当前任务参数更新
2. 作业任务列表其他任务设置不受影响"
12903883,任务列表选中任务可直接开始任务,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,任务列表已设置任务,1、任务列表选中任务，点击开始作业查看,1、直接开始选中任务执行
12903885,机器人未到位无法开始任务,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/任务列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 已设默认任务
2. 机器人未抵达作业位置",1、1. 点击 “开始” 按钮,1、1. 不显示开始任务按钮，页面给出相应提示信息
12903941,无任务/有任务，区域点击交互验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已建图,"1、1. 点击地图已标注的作业区域；
2. 点击地图空白未标注区域","1、1. 点击已标注区域，触发快速任务创建；
2. 点击空白区域无异常响应，不触发无效操作；"
12903942,创建地图按钮交互与页面切换验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 未创建任何地图区域、无任何作业任务；
2. 进入作业任务页面","1、1. 查看引导面板底部按钮；
2. 点击「+ 创建地图」按钮；
3. 完成地图创建并保存；
4. 取消地图创建，返回原页面","1、 1. 正确显示蓝色「+ 创建地图」按钮，文案、样式、位置符合设计；
2. 点击后正常跳转到创建地图建图工具，无卡顿、崩溃、重复跳转；
3. 创建成功后，页面自动切换为「有地图无任务」引导页，无地图引导面板消失，地图显示已创建的区域标注；
4. 取消后返回无地图初始页，引导面板、按钮、地图状态恢复正常，无数据异常"
12903943,地图区域标注与控件功能验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入作业任务页面,"1、1. 查看地图标注信息；
2. 点击左下角定位按钮、「设置」「返航」【充电】按钮；
3. 缩放、拖动地图","1、1. 区域名称、面积标注准确，与区域一一对应；
2. 各按钮功能正常，触发对应操作；
3. 地图可正常缩放拖动"
12903944,无地图状态地图与控件功能验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/地图与列表交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 未创建任何地图区域、无任何作业任务；
2. 进入作业任务页面","1、1. 查看左侧地图显示状态；
2. 点击左下角定位按钮、「设置」「返航」[充电]按钮；
3. 缩放、拖动地图；
4. 切换面板展开 / 收起状态，查看地图适配","1、1. 地图仅显示原始卫星图，无任何区域标注、错误信息；
2. 各按钮功能正常，触发对应操作，无响应异常；
3. 地图可正常缩放、拖动，无卡顿、崩溃，显示正常；
4. 展开 / 收起面板时，地图显示范围自动适配"
12903794,编辑任务，区域添加列表，点击作业区名称添加任务,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_high,点击,,可添加区域列表存在「B区-东侧花园」,1. 点击「B区-东侧花园」左侧「+」按钮,「B区-东侧花园」被添加至任务列表；可添加区域中该区域显示「已添加1次」
12903795,编辑任务，点击地图上作业区底图添加任务,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_high,点击,,已建图,"1.新建任务
2.点击底图区域查看","1.点击底图区域自动添加当前工作区域任务到任务列表，地图上选中区域高亮显示区域内元素
2.添加任务后任务列表由‘任务列表（0）’-‘任务列表（1/2/...）’"
12903796,区域添加列表，同一区域最多可点击添加5次验证,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_high,点击,,已向任务列表添加4次「A区-草坪」,1. 第5次点击「A区-草坪」左侧「+」按钮；2. 尝试第6次点击该「+」按钮,1. 第5次可正常添加至任务列表；2. 该区域名称在任务列表中消失，不可再进点击添加
12903797,编辑任务，单个工作区域底图点击添加次数上限5次,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_high,点击,,已建图,"1.工作中编辑任务，进入编辑任务页面
2.点击同一个作业区底图进行任务添加，查看最高选中次数","同一个作业区域底图单任务可添加5次
，达到上限后不可再添加、页面给出对应提示（添加次数已达上限）"
12903798,同一区域添加5次上限后，减少该区域任务，可再次进行添加,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_high,点击,,已向任务列表添加4次「A区-草坪」,"1. 第5次点击「A区-草坪」左侧「+」按钮；2. 尝试第6次点击该「+」按钮
3.删除一次「A区-草坪」，再次添加「A区-草坪」","1.区域添加达上限后，列表不再显示该区域
2.上限后删除该区域任务使得其低于下限后，任务列表再次显示该区域，点击可进行添加"
12903799,任务列表任务为0时，页面有添加任务相关提示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,A,机载 UI 可 Midscene 执行,convert_extra,进入、新建,,已建图，未添加任务,新建任务进入编辑任务组合页面查看,1.任务列表显示：任务列表（0），下方显示提示文案‘点击地图上的区域添加任务’
12903800,地图区域分选中态及未选中态,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-区域添加,B,以观察/显示类步骤为主，需环境注入或截图断言,convert_mid,显示,,已建图,"1.新建任务，进入编辑页面，查看地图显示
2.选中地图工作区域查看","1.未选中区域时，底图正常显示地图元素
2.选中底图工作区域时，所选中区域高亮显示（区域名称、面积、边框"
12903835,任务列表编辑任务，进入编辑任务页面,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已添加任务,1、任务列表展开详情显示，点击编辑任务组合，查看,1、进入编辑任务页面
12903836,任务名称默认值验证---当前所编辑的任务名,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,输入,,进入「编辑任务」页面,1. 查看组合名称输入框默认内容,输入框默认显示当前任务名称如「割草任务」
12903837,任务名称可编辑,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,进入「编辑任务」页面,1. 点击组合名称输入框；2. 输入「春季割草计划」；3. 点击页面空白处,输入框内容更新为「春季割草计划」
12903838,任务名称空值校验,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,进入「编辑任务」页面,1. 清空组合名称输入框；2. 点击「保存」按钮,保存按钮置灰，点击无响应
12903839,任务名称超长输入验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,进入「编辑任务」页面，已知组合名称最大长度为50个字符,1. 点击组合名称输入框；2. 输入51个字符（如「123456789012345678901」）；3. 尝试继续输入字符,"1. 输入至50个字符后无法继续输入；
2. 输入框不报错，光标停留在最后一位；
3. 点击「保存」可正常保存（仅保留前50个字符）"
12903840,无任务时保存校验--保存按钮置灰,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,任务列表为空,1. 点击「保存」按钮,"1.保存按钮置灰
2.弹出提示「请先添加任务区域」，页面不跳转，无法保存"
12903841,有任务/有任务编辑可正常保存,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,任务列表中至少存在1个任务,1. 点击「保存」按钮,1.页面返回上一级，当前任务组合配置成功保存
12903843,编辑任务底部删除按钮功能验证--二次确认弹窗,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,编辑任务列表中存在「A区-草坪」任务,1. 点击编辑任务底部删除按钮,"1.页面弹窗删除任务二次确认
2.弹窗内容’删除任务‘-’确定要删除[任务名]吗？该操作不可撤销，此任务将被永久移除。"
12903844,编辑任务，任务列表‘x’按钮移除任务项,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,编辑任务列表中存在「A区-草坪」任务,"1、1.点击编辑任务列表，任务项右侧x按钮，
2，查看页面显示","1、1.任务从列表中移除；可添加区域中「A区-草坪」的「已添加次数」重置为0
2.停留当前页面"
12903845,编辑任务参数未保存，直接返回有二次确认弹窗,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,有地图，进入编辑任务页面,"1、1.添加任务（增、删、改）
2.不保存直接点击返回按钮查看
2、二次确认弹窗点击取消
3、二次确认弹窗点击返回","1、1.页面弹窗’参数未保存-确定要返回吗？该操作不可撤销，所有任务配置不会保存。‘
2.弹窗显示’取消‘’返回‘按钮
2、弹窗自动关闭，停留当前编辑任务页面
3、编辑任务不保存，直接返回首页"
12903846,任务编辑功能验证,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,任务列表中存在「A区-草坪」任务,1. 点击任务右侧编辑图标；2. 将任务类型修改为「集草」；3. 保存修改,任务列表中该任务的类型更新为「集草」
12903847,任务可拖拽排序,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_extra,长按、拖拽,,任务列表中存在至少2个任务（如「A区-草坪」「B区-东侧花园」）,"1. 长按「A区-草坪」任务条目；
2. 拖拽至「B区-东侧花园」下方；
3. 松开手指完成拖拽","1. 拖拽过程中任务条目跟随手指移动，有明显拖拽反馈；
2. 松开后「A区-草坪」位于「B区-东侧花园」下方；
3. 点击「完成编辑」保存后，排序保持拖拽后的顺序"
12903848,默认组合状态持久化,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_extra,进入,,已将当前组合设为默认并完成保存,1. 重新进入任务组合管理页面,该组合被标记为「默认任务组合」
12903849,默认组合按钮状态切换,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入「编辑任务」页面,"1. 查看「设为默认任务组合」按钮初始状态；
2. 点击按钮；
3. 再次点击按钮","1. 初始为空心星标；
2. 第一次点击后变为实心星标；
3. 第二次点击后恢复为空心星标"
12903850,编辑任务可设置定时,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_extra,设置、执行,,已建地图,1、任务执行中，编辑任务，查看编辑任务页面定时设置,"1、1.页面显示定时开关
2.可正常开启或关闭定时任务"
12903851,区域列表滚动验证--无错位,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,滑动,,可添加区域数量超过一屏显示,1. 上下滑动可添加区域列表,列表滚动流畅，无卡顿、布局错位或内容截断
12903852,编辑任务组合，地图栏可正常跳转,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已建图,"1.新建任务进入编辑页面查看
2.点击地图栏查看关联地图及切换","1.地图编辑页面正常显示地图栏
2.编辑地图中可通过地图栏切换地图，页面状态流转正常、页面切换正常"
12903853,编辑任务页面，可正常调整比例尺显示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_extra,缩放,,编辑任务组合页面,1.手指挪动缩放底图,正常缩放比例尺，归位底图显示
12903854,网络异常时保存验证--可保存,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/作业任务列表界面/编辑任务界面/编辑任务-页面交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,设备断开网络连接，已编辑任务组合内容（未保存）,1. 点击「保存」按钮,当前编辑数据不丢失，可正常保存
12903548,「+ 新建」按钮功能验证--跳转至新建任务页,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,A,机载 UI 可 Midscene 执行,convert_high,点击,,作业任务列表页正常显示,1. 点击右上角「+ 新建」按钮,1. 成功跳转至新建任务页，页面加载正常，无卡顿、崩溃
12903551,任务名输入框功能验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,A,机载 UI 可 Midscene 执行,convert_high,输入,,进入新建任务页,"1. 查看默认任务名；
2. 输入自定义名称（中文 / 英文 / 数字 / 特殊字符 / 超长字符）；
3. 清空输入框","1. 默认任务名（如「任务 1」）显示正确；
2. 点击任务名，默认拉起键盘，支持各类字符正常输入，无乱码、限制异常；
3. 清空后输入框显示空白"
12903552,「设为默认任务」开关功能验证,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.进入新建任务页
2.设置新建任务","1. 点击开关开启；
2. 点击开关关闭；
3. 保存任务后再次进入页面","1. 开关状态与操作一致；
2. 开启后任务设为默认，关闭后取消默认；
3. 状态保存有效，再次进入状态不变"
12903553,「定时作业」开关功能验证,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.进入新建任务页
2.设置新建任务","1. 点击开关开启；
2. 点击开关关闭；
3. 保存任务后再次进入页面","1. 开关状态与操作一致；
2. 开启后可进入定时时间设置，关闭后取消定时；
3. 状态保存有效"
12903607,首次进入存在动画引导,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 首次进入新建任务页面（恢复出厂设置、pm clear、重新安装apk）
2. 无历史任务",1. 打开首页，任务列表点击新建任务,1. 自动弹出动画指引2. 指引步骤为：选择区域 → 添加任务 → 设置参数 → 保存3. 每一步高亮区域和文案准确
12903608,非首次进入不会展示动画指引,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,A,机载 UI 可 Midscene 执行,convert_extra,进入、添加,,1.已添加任务,"1、1.进入整机页面首页，添加任务查看
2.重启机器添加/升级/覆盖安装apk添加任务，查看","1、1.非首次添加任务无动画指引
2.覆盖安装、升级、重启添加任务无指引"
12903609,按照动画指引步骤可进行任务的开始和添加,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,A,机载 UI 可 Midscene 执行,convert_extra,进入、新建、操作,,无任务新建任务,1、首次进入新建任务页面，根据页面指引进行操作,1、根据动画指引可成功开启任务或保存任务至任务列表
12903610,首次指引中断后恢复验证--重新指引添加,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/新建任务（未添加任务状态）/动画引导（一期不做）,A,机载 UI 可 Midscene 执行,convert_extra,进入、切换、退出,,1. 首次指引进行中,"1、1. 中途退出 / 关机/切换页面
2. 重新进入",1、1. 指引重新开始
12903349,可添加区域列表，点击可添加区域 + 号添加任务,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页「可添加区域」列表正常显示,"1. 点击任意区域右侧「+」按钮；
2. 观察列表与地图","1. 区域成功添加至任务列表，计数 + 1；
2. 地图对应区域高亮；
3. 可添加区域列表更新「已添加 X 次」"
12903350,点击地图选中工作区添加任务,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页地图正常加载，显示所有草坪区域,"1. 点击地图上任意草坪区域（如 A 区草坪）；
2. 观察地图与右侧列表","1. 地图对应区域高亮显示，带对勾标记；
2. 区域自动添加至任务列表，计数 + 1；
3. 可添加区域列表显示该区域「已添加 X 次」"
12903352,任务列表任务移除功能验证-- -号移除计数更新,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页，已添加至少 1 个任务,1. 点击任务列表中某任务的移除按钮（- 号 / 删除）,"1. 任务从列表移除，计数更新；
2. 该区域在可添加列表中再次点击添加"
