用例ID,用例标题,等级,用例类型,模块,用例目录,所属模块,执行档位,档位说明,技能分类,匹配说明,人工验收项,前置条件,步骤描述,预期结果
12903953,已建图首页未选中作业区，底图显示当前所有作业区域的边框、面积及名称,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,当前定位已建图包含A、B、C工作区域,1、地图未选中任何工作区域查看,1、显示当前定位谷歌地图内A、B、C区域的边框及名称，禁区不显示
12903955,作业区域高亮固定四个颜色随机赋值，相邻区域不可同色,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,已建图包含作业A、B、C、D、E工作区域,"1、1.新建任务
2.添加工作区A、B、C、D查看任务列表及底图显示
3.添加工作区A、B、C、D、E查看任务列表及底图显示","1、1.A、B、C、D底图工作区域分别以四种不同颜色高亮展示（如：紫、橙、蓝、青）
1.按添加顺序A、B、C、D分别四种颜色展示，E区不与相邻区域同色可随机赋予四种颜色中的一种"
12903956,挪动缩放底图查看非当前选中的地图区域，区域/名称不在卫星地图上展示,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.已建图多张地图
2.机器定位成功或失败","1、1.当前使用地图为A地图，挪动底图至其他地图区域
2.查看底图及任务列表显示","1、在卫星地图滑动的过程中，非当前选中的地图，不在卫星地图上展示区域/名称，
只显示当前地图A中的区域/名称"
12903958,已建图 → 删图 → 未建图有定位状态切换，页面地图同步更新,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,设备状态正常，可执行建图、删图操作,"1、1.新建地图查看底图
2.删除新建的地图
3.机器定位成功，查看首页显示","1、1.底图界面有地图显示到显示机器人当前位置的卫星地图，
2.地图栏提示未建图界面有「新建地图」引导提示"
12903962,地图刷新及时无延迟无错位,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,机器人定位正常，网络良好,"1. 机器人移动或环境变化触发地图刷新；
2. 或手动触发（挪动底图）地图刷新；
3. 观察刷新速度和显示准确性。",地图刷新在 1 秒内完成，显示无延迟、无错位，与实际环境一致
12903963,长时间无定位保持提示,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1.持续无卫星定位信号
2.无地图",1、开机五分钟查看,1、始终显示随机卫星地图 + 新建地图提示，不自动消失
12903307,工作中页面显示,P0,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.机器状态正常
2.任务设置完成","1、1.开始任务（割草、集草、割吸一体），
2.任务列表收起，查看页面显示","1、1.状态栏左侧显示当前机器状态
2.右侧作业任务列表（作业区域+作业类型）、区域进度（百分比显示）、预计剩余工作时间（单位分钟）、列表展开按钮（点击可查看当前任务列表所有任务）
3.地图中区聚焦到显示当前工作区域语义地图（显示工作路径、禁区、面积等详细信息）
4.页面底部右侧显示作业暂停及取消按钮，左侧显示定位按钮"
12903308,作业中语义地图实时内容展示,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,正在执行作业任务,1、1.观察地图信息展示,"1、1. 实时展示机器方位、朝向、行驶路径（示教 / 手动 / 规划）、比例尺缩放
2. 语义地图（障碍物、禁行区）同步更新
3.地图边界轮廓清晰，禁区以不同颜色 / 样式正确渲染，缩放后细节不失真"
12903310,已建图定位异常，页面弹窗定位失败（工作中）（相关提示依据UI 设计）,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,1.遮挡rtk、激光、rgb，模拟定位异常,1、1.工作中，定位异常查看主界面地图显示,"1、1.页面有定位异常相关弹窗（弹窗提示相关错误信息）
2.底图显示效果（暂定）符合设计"
12903311,作业过程中，底图仅显示组合任务包含的工作区域，正在工作中区域高亮,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,新建,,"1.定位正常
2.已建图包含a、b、c、d区域","1、1.新建任务包含a、b、c区域
2.开始任务查看底图","1、1.作业过程中仅显示a、b、c区域，d区域不显示
2.前往或正在作业中的（a）区域高亮
3.区域（a）作业完成取消高亮，前往或正在作业中的（b）区域高亮"
12903312,当前作业区域小于240*240px，作业中区域自动放大240*240px的地图比例尺,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.定位正常
2.新建地图包含小面积区域a（可测试最小建图面积）",1、1.新建任务包含区域a，查看工作中底图显示,1、1.底图自动放大到可正常查看区域a的比例尺（240*240px）
12903313,开始作业后页面自动进入沉浸式状态,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1.机器状态正常
2.任务设置完成",1、1.开始工作（割草、集草、割吸一体），查看页面展示,"1、1.开始任务后，页面自动进入沉浸式状态，地图聚焦到当前工作区域
2.显示语义地图"
12903314,作业中手动拖曳底图，7s无操作自动复位,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.机器状态正常
2.任务设置完成","1、1.开始作业
2.手动挪动底图查看，7s无操作，查看底图显示
2、1.开始作业
2.手动挪动底图查看，7s内有操作（底图、任务列表或其他区域），查看底图显示","1、1.7s无操作，底图及比例尺自动复位
2、1.7秒内底图有操作，底图及比例尺不复位，正常展示当前地图内容
2.7秒内底图无操作，任务列表有操作，底图及比例尺正常复位
3.7秒内底图无操作，点击页面定位按钮，底图及比例尺复位
4.7秒内底图无操作，点击页面暂停按钮底图自动复位，点击取消按钮退出当前作业页面，显示首页地图"
12903315,作业区域与路线显示--导航路线完整、作业轨迹实时绘制无断点,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,已开始作业任务,1、1. 观察地图显示,"1、1. 地图显示正在作业的区域
2.区域路径规划导航路径显示完整
3. 机器运行轨迹实时绘制，轨迹清晰无断点"
12903316,作业进度、剩余工作时间计算显示准确,P0,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,正在工作中,1、观察作业进度显示,"1、1. 显示当前作业进度（百分比 / 已完成区域）、剩余工作时间，
2. 进度与时间更新与实际作业一致"
12903320,弱网环境下地图刷新---语义地图无影响，卫星地图有依赖,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,可模拟弱网环境,"1. 模拟弱网环境（如网络延迟≥500ms）；
2. 机器行驶中挪动到未缓存地图数据区域
3. 观察语义地图及卫星地图显示","1.语义地图正常显示作业路线底图正常更新
2.卫星地图依靠网络下载，未缓存区域可能出现空白（待确认）"
12903775,快速任务页面内容显示完整,P1,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,添加,,已建图,1、1.选中底图区域添加快速任务查看,"1、1.快速任务页面正常展示任务列表、可添加区域列表（同新建任务页面）
2.页面提示同一区域最多可添加次数5次（具体显示符合ui设计
3.页面提供底图选区添加作业区域及‘可添加区域列表’点击添加工作区域"
12903776,快速任务页面 UI 展示与加载正常,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 查看页面标题「快速任务」显示位置与样式；
2. 查看顶部状态栏（待机、网络、电量、时间）显示；
3. 查看地图区域与右侧任务列表布局","1. 标题居中显示，样式符合 UI 规范；
2. 状态栏无遮挡、无截断，信息完整；
3. 地图与列表布局合理，无错位、溢出、UI 错乱"
12903780,地图区域选中与列表双向同步,P1,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,删除、添加,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 地图添加任务→观察列表；
2. 列表添加任务→观察地图；
3. 列表删除任务→观察地图","1. 地图操作，列表实时同步更新；
2. 列表操作，地图高亮 / 取消高亮同步；
3. 双向交互无延迟、无数据不一致"
12903782,快速任务可设置关联地图任务,P1,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,保存、添加,,当前已创建多张关联地图,"1、1.地图A与地图B为关联地图
2.快速任务添加地图A工作区与地图B工作中区保存为任务集1/开始任务查看","1、1.任务保存成功，首页可查看地图A与地图B区域的任务集1
2.直接开始快速任务成功，可正常执行任务集1的任务"
12903638,首次进入动画指引步骤正常切换,P1,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,添加,,首次添加快速任务,1、添加快速任务查看,1、1. 弹出动画指引：选中地图区域 → 设置任务模式、参数 → 开始2. 指引步骤清晰，交互正常
12903639,完成指引后，弹窗指引关闭,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,首次添加快速任务,1、页面弹窗新建任务指引，根据指引完成每一步，查看页面显示,1、指引关闭，再次进入不再自动弹出
12903384,弱网 / 断网下功能异常验证--正常删除,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,保存、删除、添加、操作,,"1. 设备处于弱网 / 断网环境；
2. 进入快速任务页面","1. 尝试添加 / 删除任务、保存任务；
2. 恢复网络，重试操作","1. 弹出网络异常提示，无数据丢失、无崩溃；
2. 删除正常，数据可同步"
12903806,保存任务可对任务进行命名,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,保存、新建,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1、1.新建任务保存
2.查看保存页面任务命名","1、1.输入框有默认命名（割草任务）
2.输入框可正常输入修改命名保存"
12903807,任务保存成功后有toast提示,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/作业按钮,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,保存、新建,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,1、新建快速任务并命名保存成功查看,1、页面toast提示’任务已保存‘
12903691,任务列表及任务列表详情查看，点击底图工作区域选中直接进入快速任务添加页面,P1,,快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,整机软件V1.0/界面操作和任务设置/快速任务/完整流程验证,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1.已建图
2.任务列表页面","1、1.查看任务列表，选中底图任意工作区域查看页面调整
2.查看任务列表任务详情，选中底图任意工作区域查看页面跳转",1、进入快速任务添加页面
12903892,前往回充点过程中状态更新正常,P2,,（底部）快捷栏/设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/设置/充电/返航点设置,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,已触发前往回充点,1. 观察机器移动和页面显示,1. 实时更新位置和路径，无定位丢失2. 到达后自动开始充电，显示 “充电中” 及电量百分比
12903972,无地图时充电/返航按钮隐藏,P2,,（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,整机软件V1.0/界面操作和任务设置/（底部）快捷栏/边界异常场景,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,执行、返航、充电,,未创建地图,1、快捷栏执行充电/返航任务,1、快捷栏不显示充电、返航按钮
12903964,机器任意状态下按下急停按钮，页面满屏展示急停提示,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,设备在空闲/任务下发/工作中/手动接管/倾倒/返航/回充/空闲/故障等状态下,"1、1.机身按键急停按钮
2.查看整机屏幕显示","1、1. 界面满屏展示急停动画页面，显示""已按下急停按钮""提示文案
2. 显示恢复操作指引：""如需恢复，请旋转弹起急停按钮""
3. 急停按钮图片显示按下状态
4. ""按钮已复位""按钮可用（蓝色高亮）"
12903967,急停状态下整机功能正确禁用,P1,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/急停状态,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,操作、执行,,1.机身按键急停,"1、1.急停未复位
2.机身操作运行，执行任务查看",1、急停未复位，机身操作杆控制不生效
12903302,页面加载时正确显示加载动画,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1. 进入作业地图页面
 2. 页面数据未加载完成",1、观察页面加载过程,"1、1. 页面中央显示圆形加载动画
2. 动画下方显示""正在加载""提示文案
3. 背景地图模糊或半透明显示"
12903306,加载过程中状态栏信息正常显示,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/加载中,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1. 进入作业地图页面
2. 页面数据正在加载",1、查看顶部状态栏,"1、1. 网络状态（4G/Wi-Fi）正常显示
 3. 电量百分比正常显示
 4. 时间正常显示"
12903372,集草箱已满时正确显示前往倾倒点状态,P0,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1. 作业任务执行中
2. 集草箱达到容量上限
3.已设置自动倾倒",1、查看自动倾倒过程中页面显示,"1、1. 作业中状态
2. 弹出提示""集草箱已满，作业暂停，正在前往倾倒点清理，清理完成后自动恢复作业""
3. 作业任务列表不显示，显示""处理集草箱...""弹窗，提示""正在前往（倾倒点名称）""
4. 作业状态变为""作业中""但任务暂停，机器行驶状态"
12903374,返航操作正确显示返航状态,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.作业任务中
2.触发返航操作",1、查看返航过程中页面显示,"1、1. 作业中状态
2. 任务列表不显示，显示""返航中...""弹窗，提示""正在前往（返航点名称）"""
12903376,回充操作正确显示回充中状态,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,整机软件V1.0/界面操作和任务设置/UI/UE/ui新增/返航/回充/倾倒中,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,显示,,"1.作业任务中
2.触发回充操作",1、查看回充过程中页面显示,"1、1. 作业中状态
2. 任务列表不显示，显示""回充中...""弹窗，提示""正在前往（回充点名称）"""
12904024,滑动操作,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_observe,步骤仅查看/观察，无技能列表内操作动词,,"1.建图成功（多张）
2.保存多个任务","1、1.搜索结果下滑查看
2.任务列表下滑查看
3.工作中任务参数展开查看",1、上下 / 左右滑动页面，流畅不卡顿、不跳页
12904027,防误触,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,整机软件V1.0/界面操作和任务设置/UI/UE/手势操作识别准确性/屏幕触摸交互,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,reject_other,步骤无点击/输入/选择/验证等关键词,,开机成功,1、分支主题,"1、1.短按 / 长按区分正确，不会误触发
2.弹窗弹出时，下层界面不可点击"
12903629,任务列表操作相关弹窗（左侧居中）显示合理性验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗显示合理性,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗显示合理性,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,检查,,任务列表正常加载，触发任务列表操作类弹窗（如编辑、删除、详情）,"1. 触发任务列表操作弹窗；
2. 观察弹窗位置、布局；
3. 检查弹窗与周边元素的遮挡关系","1. 弹窗在屏幕左侧居中位置显示，完全符合 UI 设计规范；
2. 无遮挡任务列表、地图等核心操作区域；
3. 弹窗大小自适应内容，无文字截断、布局溢出"
12903630,任务开始 / 取消类弹窗（全屏居中）显示合理性验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗显示合理性,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗显示合理性,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,检查,,机器人处于待机状态，触发任务开始 / 取消操作,"1. 触发任务开始 / 取消操作，弹出对应弹窗；
2. 观察弹窗位置、布局；
3. 检查背景遮罩层","1. 弹窗在屏幕全屏居中位置显示，符合 UI 设计；
2. 背景显示半透明遮罩层，底层界面灰化、完全不可操作；
3. 弹窗内容、按钮无截断、无错位、无样式错乱"
12903290,弹窗触发时机合理性验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗业务逻辑交互合理性,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗业务逻辑交互合理性,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_mid,验证、检查,,机器人状态正常 / 异常（如集草箱满、低电量）,"1. 触发对应业务场景（发起作业时集草箱满、参数未保存时退出）；
2. 检查弹窗触发时机；
3. 验证非触发场景下的弹窗状态","1. 符合业务逻辑的场景下，弹窗即时触发，无延迟、无遗漏；
2. 非触发场景下，无弹窗误弹出；
3. 弹窗内容与触发场景完全匹配，无提示错误"
12903291,弹窗业务状态同步合理性验证,P2,,UI/UE,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗业务逻辑交互合理性,整机软件V1.0/界面操作和任务设置/UI/UE/页面操作/弹窗合理性/弹窗业务逻辑交互合理性,D,整机/业务域用例且无明确机载 UI 操作，宜保留为功能测试,convert_extra,操作,,弹窗存在时，机器人状态发生变化（如集草箱清理完成、任务中途暂停）,"1. 弹出集草箱已满弹窗；
2. 人工清理集草箱，观察弹窗状态；
3. 操作弹窗按钮","1. 状态变化后，弹窗即时更新（如集草箱已满弹窗自动关闭）；
2. 状态同步准确，无过时提示；
3. 操作完全符合最新业务状态"
